geneID	BJ278C1	BJ278C2	BJ278C3	BJ278P1	BJ278P2	BJ278P3	BJ89C1	BJ89C2	BJ89C3	BJ89P1	BJ89P2	BJ89P3
ONIVA05G29110	-0.271972280037705	0.22999193490970485	1.2890178741835914	8.459625397147901	7.380186112141577	8.257662662808235	0.4200072497164918	-0.40990203147012205	0.5504561850032273	8.49100634334355	8.228660595801275	8.440145618428742
ONIVA06G09460	-5.221447320240882	-3.603301057337347	-4.917701634157854	5.193167710371838	6.365350144967182	6.137345951361166	-3.1612412551796427	-0.2805689246213191	-0.3856135534353886	4.842538611831222	4.071735450842901	4.911912090851782
ONIVA06G16500	-5.221447320240882	-5.193184689923162	-4.917701634157854	0.40166934521724124	3.0763479494241013	2.640473206365808	-3.3598033455998197	-4.9436426567279534	-2.813891639364159	3.303623763413057	3.555725471712699	3.805210849270849
ONIVA06G31440	-5.221447320240882	-5.193184689923162	-4.917701634157854	4.0135121039531265	4.297169612115974	3.8192127196191827	-4.942060316125676	-4.9436426567279534	-5.1335529563985025	5.171580579234845	4.2476767016557115	4.767728882987227
ONIVA07G02560	4.296287943678268	4.208652812694197	4.805498927937935	-2.3458921936345973	-2.3416036513332443	-5.258798789722394	4.699278624445629	4.814592304809046	4.5316678643592265	-4.091928175953581	-2.1042409056587417	-2.6954876776847394
ONIVA08G00310	-1.8046754351534666	-5.193184689923162	-4.917701634157854	6.1467578428326535	6.539901872565525	6.405018082884402	-1.1744075818020459	-4.9436426567279534	-5.1335529563985025	7.610801699935049	7.4521244370792745	7.969316189815288
ONIVA08G02650	5.682496459342213	5.126893247369951	4.656684070127154	-1.2477111243667567	-2.821056455435651	-2.9356847957272483	5.9856194653187345	6.45808988493783	4.95077844200507	-2.213373818746666	-2.9968826030561293	-2.6974492225474354
ONIVA08G10120	-3.636703153189428	-5.193184689923162	-3.3329291437794213	6.847337648657965	6.638756635534309	7.153012510233605	-2.6241082590199616	-1.781920710221245	-2.328696242937985	7.711859593167031	7.828215578334169	8.044525395618624
ONIVA08G17850	-2.8978289349319093	-5.193184689923162	-4.917701634157854	4.381346672804166	5.06102212693	4.576993348788962	-4.942060316125676	-4.9436426567279534	-5.1335529563985025	5.3647641407267335	4.354797046904748	4.858610028544269
ONIVA08G19930	6.281876385221362	6.8245763147343	8.077051471959614	-1.6925905559036751	4.540036086335105	1.0748445028430507	8.191270047298476	8.076753204900891	8.218246500050043	-5.674945861724945	-1.7175860610772409	-1.615746304398089
ONIVA09G00350	-5.221447320240882	-5.193184689923162	-4.917701634157854	5.5491921650401785	5.8605917221122334	6.159120195580437	-3.3612497774890104	-1.0512871464505913	-3.5557855941349588	4.4775495536904915	5.391738161421785	3.8541384506029988
ONIVA09G10510	-1.5176397098734817	-1.2870911627177883	-1.7397773172126478	4.6805101085517755	4.3165384504749715	4.182342143348078	-4.942060316125676	-4.9436426567279534	-5.1335529563985025	6.101231315349818	5.6783339170954665	5.813162894093678
ONIVA09G15580	3.5912081004522096	2.932845287559529	3.8871962763680687	-5.1545027584558865	-2.8243903433135653	-3.674235091414732	5.702532725256087	3.687242459955205	3.6863418984673975	-4.090270890443773	-4.219413815891426	-3.543287787409682
ONIVA09G18980	-5.221447320240882	-5.193184689923162	-2.5931311592413526	5.018507350033396	5.766868120250471	4.251807256774548	-4.942060316125676	-4.9436426567279534	-0.8771939938882515	6.830206308683782	6.658068521780165	6.371118518537942
ONIVA10G17040	-0.23297979933101776	-0.2991813811539665	-0.24413942425436624	6.35168067941462	6.386484582825534	6.879120831700493	-4.942060316125676	-4.9436426567279534	-2.7932363679147283	5.904646612435349	5.820872839613092	6.637671369841136
ONIVA10G22110	4.298439390052028	3.877772466994475	4.425819157185452	-5.1545027584558865	1.6627533430961043	3.4459354671286495	4.556518994009152	4.630606553244241	4.544348513816082	-5.674945861724945	-5.806108647729095	-5.864783907602566
ONIVA11G10870	-2.4101530231441015	-5.193184689923162	-4.917701634157854	3.913015269950777	4.2371357258484545	4.438838811461732	-1.4882693915967249	-3.3702285932004252	-3.5573444281862385	3.145679061817698	3.972139151386712	2.696992830923787
ONIVA11G12140	-5.221447320240882	-5.193184689923162	-3.333269535321662	1.186084147015642	4.0401605051192995	4.242025258294218	-3.360834439849016	-1.4919762250681121	-3.54980881576985	4.701451888151107	4.645215614320884	5.166064278846209
ONIVA12G05380	-3.6453710879272205	-2.8963196713409585	-2.5859601360996063	6.025520372130583	7.978902256764396	7.863643408357879	-0.6889730333471024	0.12746839981787772	0.3968317800901504	8.05207071424524	7.913014639277428	8.789412060590553
